_MEMBER_hits,_LogP_hits,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-5.03270357766,GO:0002759,M1,1,0,GO Biological Processes,19,regulation of antimicrobial humoral response,-5.03270357766,63.8736263736,13.681117332,23250,6,182,3,1.64835164835,0.943800190947,5650|11005|25818,KLK7|SPINK5|KLK5,-1.426925467,0,2,0,0,-5.72664566625,95.8104395604,
1,-4.79217814803,GO:0002775,M1,1,0,GO Biological Processes,19,antimicrobial peptide production,-4.79217814803,54.748822606,12.6329491872,23250,7,182,3,1.64835164835,0.943800190947,5650|11005|25818,KLK7|SPINK5|KLK5,-1.40693670592,0,2,0,0,-5.72664566625,95.8104395604,
1,-4.79217814803,GO:0002778,M1,1,0,GO Biological Processes,19,antibacterial peptide production,-4.79217814803,54.748822606,12.6329491872,23250,7,182,3,1.64835164835,0.943800190947,5650|11005|25818,KLK7|SPINK5|KLK5,-1.40693670592,0,2,0,0,-5.72664566625,95.8104395604,
1,-3.610631317,GO:1900424,M1,1,0,GO Biological Processes,19,regulation of defense response to bacterium,-3.610631317,23.9526098901,8.15760994455,23250,16,182,3,1.64835164835,0.943800190947,5650|11005|25818,KLK7|SPINK5|KLK5,-0.678457455568,0,2,0,0,-5.72664566625,95.8104395604,
1,-3.26745002938,GO:0019731,M1,1,0,GO Biological Processes,19,antibacterial humoral response,-3.26745002938,10.6456043956,5.94182990552,23250,48,182,4,2.1978021978,1.0867581726,5650|6441|11005|25818,KLK7|SFTPD|SPINK5|KLK5,-0.49800346544,0,2,0,0,-5.72664566625,95.8104395604,
1,-2.48447445735,GO:0002831,M1,1,0,GO Biological Processes,19,regulation of response to biotic stimulus,-2.48447445735,5.0294193995,4.04440934772,23250,127,182,5,2.74725274725,1.2116147546,5650|10221|11005|25818|25942,KLK7|TRIB1|SPINK5|KLK5|SIN3A,-0.144064984627,0,2,0,0,-5.72664566625,95.8104395604,
1,-5.00255200492,GO:0042246,M1,1,0,GO Biological Processes,19,tissue regeneration,-5.00255200492,12.1664050235,7.88304910468,23250,63,182,6,3.2967032967,1.32350283867,607|4815|5653|7476|8324|136319,BCL9|NINJ2|KLK6|WNT7A|FZD7|MTPN,-1.426925467,0,3,1,1,-5.00255200492,15.9684065934,
1,-4.77844326118,GO:0031099,M1,1,0,GO Biological Processes,19,regeneration,-4.77844326118,6.18131868132,6.30176673846,23250,186,182,9,4.94505494505,1.60707899328,607|4815|4837|5653|6696|7476|8324|11202|136319,BCL9|NINJ2|NNMT|KLK6|SPP1|WNT7A|FZD7|KLK8|MTPN,-1.40693670592,0,3,0,0,-5.00255200492,15.9684065934,
1,-3.96975182257,GO:0035019,M1,1,0,GO Biological Processes,19,somatic stem cell population maintenance,-3.96975182257,10.6456043956,6.64488637137,23250,60,182,5,2.74725274725,1.2116147546,607|655|6299|7476|22882,BCL9|BMP7|SALL1|WNT7A|ZHX2,-0.82096494261,0,3,0,0,-5.00255200492,15.9684065934,
1,-3.95837769725,GO:0043403,M1,1,0,GO Biological Processes,19,skeletal muscle tissue regeneration,-3.95837769725,15.9684065934,7.52611793773,23250,32,182,4,2.1978021978,1.0867581726,607|7476|8324|136319,BCL9|WNT7A|FZD7|MTPN,-0.82096494261,0,3,0,0,-5.00255200492,15.9684065934,
1,-3.06182498016,GO:0019827,M1,1,0,GO Biological Processes,19,stem cell population maintenance,-3.06182498016,5.43605330839,4.69297885979,23250,141,182,6,3.2967032967,1.32350283867,607|655|6299|7476|8324|22882,BCL9|BMP7|SALL1|WNT7A|FZD7|ZHX2,-0.38038862737,0,3,0,0,-5.00255200492,15.9684065934,
1,-3.03002962848,GO:0098727,M1,1,0,GO Biological Processes,19,maintenance of cell number,-3.03002962848,5.36002459079,4.64534567372,23250,143,182,6,3.2967032967,1.32350283867,607|655|6299|7476|8324|22882,BCL9|BMP7|SALL1|WNT7A|FZD7|ZHX2,-0.378682376625,0,3,0,0,-5.00255200492,15.9684065934,
1,-2.39347131775,GO:0048589,M1,1,0,GO Biological Processes,19,developmental growth,-2.39347131775,2.44103030727,3.2517735867,23250,628,182,12,6.59340659341,1.83953477282,607|1382|2263|4815|5653|6299|6696|7476|8324|10018|57611|136319,BCL9|CRABP2|FGFR2|NINJ2|KLK6|SALL1|SPP1|WNT7A|FZD7|BCL2L11|ISLR2|MTPN,-0.0779161678186,0,3,0,0,-5.00255200492,15.9684065934,
1,-2.2405800431,GO:0009611,M1,1,0,GO Biological Processes,19,response to wounding,-2.2405800431,2.3332831552,3.07929280535,23250,657,182,12,6.59340659341,1.83953477282,152|607|2263|4778|4815|5653|6696|7476|8324|11202|23468|136319,ADRA2C|BCL9|FGFR2|NFE2|NINJ2|KLK6|SPP1|WNT7A|FZD7|KLK8|CBX5|MTPN,-0.00821725092373,0,3,0,0,-5.00255200492,15.9684065934,
1,-4.46659238669,GO:0048103,M1,1,0,GO Biological Processes,19,somatic stem cell division,-4.46659238669,21.2912087912,8.83403654112,23250,24,182,4,2.1978021978,1.0867581726,2263|7476|8324|51176,FGFR2|WNT7A|FZD7|LEF1,-1.14623835388,0,4,1,1,-4.46659238669,21.2912087912,
1,-3.94433166284,GO:0048729,M1,1,0,GO Biological Processes,19,tissue morphogenesis,-3.94433166284,3.09565232829,4.69402661657,23250,619,182,15,8.24175824176,2.03843460364,388|655|2263|5420|5613|6299|7476|8324|10277|51176|55727|81839|84133|163183|286204,RHOB|BMP7|FGFR2|PODXL|PRKX|SALL1|WNT7A|FZD7|UBE4B|LEF1|BTBD7|VANGL1|ZNRF3|SYNE4|CRB2,-0.82096494261,0,4,0,0,-4.46659238669,21.2912087912,
1,-3.91947022581,GO:0002009,M1,1,0,GO Biological Processes,19,morphogenesis of an epithelium,-3.91947022581,3.43122786305,4.8010678194,23250,484,182,13,7.14285714286,1.9090088708,388|655|2263|5420|5613|6299|7476|8324|51176|55727|81839|84133|163183,RHOB|BMP7|FGFR2|PODXL|PRKX|SALL1|WNT7A|FZD7|LEF1|BTBD7|VANGL1|ZNRF3|SYNE4,-0.82096494261,0,4,0,0,-4.46659238669,21.2912087912,
1,-3.81488468291,GO:0035567,M1,1,0,GO Biological Processes,19,non-canonical Wnt signaling pathway,-3.81488468291,7.51454427925,5.85679807074,23250,102,182,6,3.2967032967,1.32350283867,7476|8324|11211|51176|81839|84133,WNT7A|FZD7|FZD10|LEF1|VANGL1|ZNRF3,-0.78108142617,0,4,0,0,-4.46659238669,21.2912087912,
1,-3.6643339971,hsa04390,M1,1,0,KEGG Pathway,24,Hippo signaling pathway,-3.6643339971,5.80669330669,5.31583202445,23250,154,182,7,3.84615384615,1.42547945512,655|7476|8324|11211|51176|84612|286204,BMP7|WNT7A|FZD7|FZD10|LEF1|PARD6B|CRB2,-0.711956749572,0,4,0,0,-4.46659238669,21.2912087912,
1,-3.53255871897,GO:0017145,M1,1,0,GO Biological Processes,19,stem cell division,-3.53255871897,12.4631466095,6.52529910168,23250,41,182,4,2.1978021978,1.0867581726,2263|7476|8324|51176,FGFR2|WNT7A|FZD7|LEF1,-0.61969001273,0,4,0,0,-4.46659238669,21.2912087912,
1,-3.04220131291,hsa05217,M1,1,0,KEGG Pathway,24,Basal cell carcinoma,-3.04220131291,9.29070929071,5.46775070228,23250,55,182,4,2.1978021978,1.0867581726,7476|8324|11211|51176,WNT7A|FZD7|FZD10|LEF1,-0.38038862737,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.98072551347,GO:0016055,M1,1,0,GO Biological Processes,19,Wnt signaling pathway,-2.98072551347,3.05482560917,3.95379897401,23250,460,182,11,6.04395604396,1.76639292191,607|2263|6299|7476|8324|8932|11211|51176|51473|81839|84133,BCL9|FGFR2|SALL1|WNT7A|FZD7|MBD2|FZD10|LEF1|DCDC2|VANGL1|ZNRF3,-0.349581647697,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.96559368174,GO:0198738,M1,1,0,GO Biological Processes,19,cell-cell signaling by wnt,-2.96559368174,3.04160125589,3.93705668777,23250,462,182,11,6.04395604396,1.76639292191,607|2263|6299|7476|8324|8932|11211|51176|51473|81839|84133,BCL9|FGFR2|SALL1|WNT7A|FZD7|MBD2|FZD10|LEF1|DCDC2|VANGL1|ZNRF3,-0.344209653258,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.92018298226,GO:0021846,M1,1,0,GO Biological Processes,19,cell proliferation in forebrain,-2.92018298226,14.1941391941,6.0930767003,23250,27,182,3,1.64835164835,0.943800190947,2018|2263|7476,EMX2|FGFR2|WNT7A,-0.322349484167,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.87345849698,M77,M1,1,0,Canonical Pathways,11,PID WNT SIGNALING PATHWAY,-2.87345849698,13.6872056515,5.9666154259,23250,28,182,3,1.64835164835,0.943800190947,7476|8324|11211,WNT7A|FZD7|FZD10,-0.306432130821,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.75947457582,GO:1905114,M1,1,0,GO Biological Processes,19,cell surface receptor signaling pathway involved in cell-cell signaling,-2.75947457582,2.70842231973,3.65490837694,23250,566,182,12,6.59340659341,1.83953477282,607|2263|2893|6299|7476|8324|8932|11211|51176|51473|81839|84133,BCL9|FGFR2|GRIA4|SALL1|WNT7A|FZD7|MBD2|FZD10|LEF1|DCDC2|VANGL1|ZNRF3,-0.238967474283,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.52608996089,GO:0030111,M1,1,0,GO Biological Processes,19,regulation of Wnt signaling pathway,-2.52608996089,3.32891863836,3.64864208512,23250,307,182,8,4.3956043956,1.51954139546,2263|6299|7476|8324|8932|51176|51473|84133,FGFR2|SALL1|WNT7A|FZD7|MBD2|LEF1|DCDC2|ZNRF3,-0.163829507863,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.33108634603,GO:0061351,M1,1,0,GO Biological Processes,19,neural precursor cell proliferation,-2.33108634603,4.62852365026,3.79737597476,23250,138,182,5,2.74725274725,1.2116147546,2018|2263|7476|51176|84858,EMX2|FGFR2|WNT7A|LEF1|ZNF503,-0.0342134090573,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.27663874889,M5493,M1,1,0,Canonical Pathways,11,WNT SIGNALING,-2.27663874889,5.74144956167,3.9807082291,23250,89,182,4,2.1978021978,1.0867581726,607|7476|8324|51176,BCL9|WNT7A|FZD7|LEF1,-0.023231505704,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.26619228501,hsa04310,M1,1,0,KEGG Pathway,24,Wnt signaling pathway,-2.26619228501,4.46668715899,3.69354802039,23250,143,182,5,2.74725274725,1.2116147546,7476|8324|11211|51176|81839,WNT7A|FZD7|FZD10|LEF1|VANGL1,-0.0169016080198,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.25354608521,hsa05224,M1,1,0,KEGG Pathway,24,Breast cancer,-2.25354608521,4.43566849817,3.67335562951,23250,144,182,5,2.74725274725,1.2116147546,7476|8324|8817|11211|51176,WNT7A|FZD7|FGF18|FZD10|LEF1,-0.00833332064314,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.19140063016,GO:0060070,M1,1,0,GO Biological Processes,19,canonical Wnt signaling pathway,-2.19140063016,3.21665744328,3.30258830847,23250,278,182,7,3.84615384615,1.42547945512,607|2263|7476|8324|11211|51176|84133,BCL9|FGFR2|WNT7A|FZD7|FZD10|LEF1|ZNRF3,-0.00388559803876,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.15445878898,GO:0030855,M1,1,0,GO Biological Processes,19,epithelial cell differentiation,-2.15445878898,2.18515037594,2.95065469488,23250,760,182,13,7.14285714286,1.9090088708,655|2263|5420|5613|6299|7111|7476|8324|11005|25818|51176|117531|163183,BMP7|FGFR2|PODXL|PRKX|SALL1|TMOD1|WNT7A|FZD7|SPINK5|KLK5|LEF1|TMC1|SYNE4,-0.000436177928205,0,4,0,0,-4.46659238669,21.2912087912,
1,-2.08467559282,hsa04916,M1,1,0,KEGG Pathway,24,Melanogenesis,-2.08467559282,5.05929713851,3.63143499049,23250,101,182,4,2.1978021978,1.0867581726,7476|8324|11211|51176,WNT7A|FZD7|FZD10|LEF1,0.0,0,4,0,0,-4.46659238669,21.2912087912,
1,-4.19236080254,GO:0060561,M1,1,0,GO Biological Processes,19,apoptotic process involved in morphogenesis,-4.19236080254,18.2496075353,8.11224924054,23250,28,182,4,2.1978021978,1.0867581726,655|1410|10018|51176,BMP7|CRYAB|BCL2L11|LEF1,-0.917764260283,0,5,1,1,-4.19236080254,19.1620879121,
1,-3.77058794065,GO:0035107,M1,1,0,GO Biological Processes,19,appendage morphogenesis,-3.77058794065,6.0420997921,5.46575758807,23250,148,182,7,3.84615384615,1.42547945512,655|1382|2263|6299|7476|10018|51176,BMP7|CRABP2|FGFR2|SALL1|WNT7A|BCL2L11|LEF1,-0.78108142617,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.77058794065,GO:0035108,M1,1,0,GO Biological Processes,19,limb morphogenesis,-3.77058794065,6.0420997921,5.46575758807,23250,148,182,7,3.84615384615,1.42547945512,655|1382|2263|6299|7476|10018|51176,BMP7|CRABP2|FGFR2|SALL1|WNT7A|BCL2L11|LEF1,-0.78108142617,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.75464797276,GO:1902742,M1,1,0,GO Biological Processes,19,apoptotic process involved in development,-3.75464797276,14.1941391941,7.03704265654,23250,36,182,4,2.1978021978,1.0867581726,655|1410|10018|51176,BMP7|CRYAB|BCL2L11|LEF1,-0.78108142617,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.32794787497,GO:0048736,M1,1,0,GO Biological Processes,19,appendage development,-3.32794787497,5.10989010989,4.84742659026,23250,175,182,7,3.84615384615,1.42547945512,655|1382|2263|6299|7476|10018|51176,BMP7|CRABP2|FGFR2|SALL1|WNT7A|BCL2L11|LEF1,-0.517293051753,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.32794787497,GO:0060173,M1,1,0,GO Biological Processes,19,limb development,-3.32794787497,5.10989010989,4.84742659026,23250,175,182,7,3.84615384615,1.42547945512,655|1382|2263|6299|7476|10018|51176,BMP7|CRABP2|FGFR2|SALL1|WNT7A|BCL2L11|LEF1,-0.517293051753,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.31192347839,GO:0060713,M1,1,0,GO Biological Processes,19,labyrinthine layer morphogenesis,-3.31192347839,19.1620879121,7.21753716617,23250,20,182,3,1.64835164835,0.943800190947,655|2263|51176,BMP7|FGFR2|LEF1,-0.517293051753,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.30052790018,GO:0030326,M1,1,0,GO Biological Processes,19,embryonic limb morphogenesis,-3.30052790018,6.0353032794,5.05403524248,23250,127,182,6,3.2967032967,1.32350283867,655|1382|6299|7476|10018|51176,BMP7|CRABP2|SALL1|WNT7A|BCL2L11|LEF1,-0.517293051753,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.30052790018,GO:0035113,M1,1,0,GO Biological Processes,19,embryonic appendage morphogenesis,-3.30052790018,6.0353032794,5.05403524248,23250,127,182,6,3.2967032967,1.32350283867,655|1382|6299|7476|10018|51176,BMP7|CRABP2|SALL1|WNT7A|BCL2L11|LEF1,-0.517293051753,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.24747665648,GO:0060445,M1,1,0,GO Biological Processes,19,branching involved in salivary gland morphogenesis,-3.24747665648,18.2496075353,7.02435529759,23250,21,182,3,1.64835164835,0.943800190947,655|2263|55727,BMP7|FGFR2|BTBD7,-0.491394054105,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.21185287158,GO:1905330,M1,1,0,GO Biological Processes,19,regulation of morphogenesis of an epithelium,-3.21185287158,5.80669330669,4.91916182909,23250,132,182,6,3.2967032967,1.32350283867,655|2263|8324|55727|81839|84133,BMP7|FGFR2|FZD7|BTBD7|VANGL1|ZNRF3,-0.481324373671,0,5,0,0,-4.19236080254,19.1620879121,
1,-3.07261220066,GO:0060669,M1,1,0,GO Biological Processes,19,embryonic placenta morphogenesis,-3.07261220066,15.9684065934,6.51668671734,23250,24,182,3,1.64835164835,0.943800190947,655|2263|51176,BMP7|FGFR2|LEF1,-0.38038862737,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.70411806718,GO:0048608,M1,1,0,GO Biological Processes,19,reproductive structure development,-2.70411806718,3.0058177117,3.70692155082,23250,425,182,10,5.49450549451,1.68910692122,655|867|2263|3417|6299|6696|7022|7476|10018|51176,BMP7|CBL|FGFR2|IDH1|SALL1|SPP1|TFAP2C|WNT7A|BCL2L11|LEF1,-0.228029612911,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.70328560571,GO:0007435,M1,1,0,GO Biological Processes,19,salivary gland morphogenesis,-2.70328560571,11.9763049451,5.51888840148,23250,32,182,3,1.64835164835,0.943800190947,655|2263|55727,BMP7|FGFR2|BTBD7,-0.228029612911,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.68191830061,GO:0061458,M1,1,0,GO Biological Processes,19,reproductive system development,-2.68191830061,2.98474889596,3.6811495762,23250,428,182,10,5.49450549451,1.68910692122,655|867|2263|3417|6299|6696|7022|7476|10018|51176,BMP7|CBL|FGFR2|IDH1|SALL1|SPP1|TFAP2C|WNT7A|BCL2L11|LEF1,-0.222294192506,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.58559300157,GO:0001707,M1,1,0,GO Biological Processes,19,mesoderm formation,-2.58559300157,6.9998494656,4.56043253645,23250,73,182,4,2.1978021978,1.0867581726,655|2263|51176|286204,BMP7|FGFR2|LEF1|CRB2,-0.169671201149,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.57503602367,GO:0001704,M1,1,0,GO Biological Processes,19,formation of primary germ layer,-2.57503602367,5.27881209699,4.19150833133,23250,121,182,5,2.74725274725,1.2116147546,655|2263|8324|51176|286204,BMP7|FGFR2|FZD7|LEF1|CRB2,-0.169671201149,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.555019082,GO:0007431,M1,1,0,GO Biological Processes,19,salivary gland development,-2.555019082,10.6456043956,5.14444546789,23250,36,182,3,1.64835164835,0.943800190947,655|2263|55727,BMP7|FGFR2|BTBD7,-0.166913264917,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.54290633716,GO:0048332,M1,1,0,GO Biological Processes,19,mesoderm morphogenesis,-2.54290633716,6.81318681319,4.47886427474,23250,75,182,4,2.1978021978,1.0867581726,655|2263|51176|286204,BMP7|FGFR2|LEF1|CRB2,-0.165936886193,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.52910049468,GO:0042476,M1,1,0,GO Biological Processes,19,odontogenesis,-2.52910049468,5.1510989011,4.11676924449,23250,124,182,5,2.74725274725,1.2116147546,655|2263|10018|25818|51176,BMP7|FGFR2|BCL2L11|KLK5|LEF1,-0.163829507863,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.42690287955,GO:0007498,M1,1,0,GO Biological Processes,19,mesoderm development,-2.42690287955,4.8758493415,3.95139889424,23250,131,182,5,2.74725274725,1.2116147546,655|2263|4232|51176|286204,BMP7|FGFR2|MEST|LEF1|CRB2,-0.101696343935,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.31788039347,GO:0001837,M1,1,0,GO Biological Processes,19,epithelial to mesenchymal transition,-2.31788039347,4.59522491897,3.77621713089,23250,139,182,5,2.74725274725,1.2116147546,655|2263|3987|51176|286204,BMP7|FGFR2|LIMS1|LEF1|CRB2,-0.0258161200749,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.31158211112,GO:0042475,M1,1,0,GO Biological Processes,19,odontogenesis of dentin-containing tooth,-2.31158211112,5.87343690792,4.04511089716,23250,87,182,4,2.1978021978,1.0867581726,655|10018|25818|51176,BMP7|BCL2L11|KLK5|LEF1,-0.0258161200749,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.24935533912,GO:2000027,M1,1,0,GO Biological Processes,19,regulation of animal organ morphogenesis,-2.24935533912,3.73894398285,3.49868292874,23250,205,182,6,3.2967032967,1.32350283867,655|2263|8324|55727|81839|84133,BMP7|FGFR2|FZD7|BTBD7|VANGL1|ZNRF3,-0.00821725092373,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.22608539798,GO:0060711,M1,1,0,GO Biological Processes,19,labyrinthine layer development,-2.22608539798,8.15407996259,4.36077330842,23250,47,182,3,1.64835164835,0.943800190947,655|2263|51176,BMP7|FGFR2|LEF1,-0.00821725092373,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.20053145383,GO:0010718,M1,1,0,GO Biological Processes,19,positive regulation of epithelial to mesenchymal transition,-2.20053145383,7.9842032967,4.30236886281,23250,48,182,3,1.64835164835,0.943800190947,655|51176|286204,BMP7|LEF1|CRB2,-0.00388559803876,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.20053145383,GO:0035272,M1,1,0,GO Biological Processes,19,exocrine system development,-2.20053145383,7.9842032967,4.30236886281,23250,48,182,3,1.64835164835,0.943800190947,655|2263|55727,BMP7|FGFR2|BTBD7,-0.00388559803876,0,5,0,0,-4.19236080254,19.1620879121,
1,-2.05878402293,GO:0060688,M1,1,0,GO Biological Processes,19,regulation of morphogenesis of a branching structure,-2.05878402293,7.09706959707,3.984229474,23250,54,182,3,1.64835164835,0.943800190947,655|2263|55727,BMP7|FGFR2|BTBD7,0.0,0,5,0,0,-4.19236080254,19.1620879121,
1,-4.07106247536,R-HSA-5683826,M1,1,0,Reactome Gene Sets,6,Surfactant metabolism,-4.07106247536,17.032967033,7.8050606447,23250,30,182,4,2.1978021978,1.0867581726,152|6441|10568|29995,ADRA2C|SFTPD|SLC34A2|LMCD1,-0.837858618261,0,6,1,1,-4.07106247536,17.032967033,
1,-2.84516802169,R-HSA-5668914,M1,1,0,Reactome Gene Sets,6,Diseases of metabolism,-2.84516802169,6.08320251177,4.63699183114,23250,105,182,5,2.74725274725,1.2116147546,191|3417|6441|10568|51293,AHCY|IDH1|SFTPD|SLC34A2|CD320,-0.286574823064,0,6,0,0,-4.07106247536,17.032967033,
1,-3.79168293176,GO:0043900,M1,1,0,GO Biological Processes,19,regulation of multi-organism process,-3.79168293176,3.81853201147,4.84097401924,23250,368,182,11,6.04395604396,1.76639292191,5021|5650|6441|10018|10221|11005|25818|25942|51176|51193|57379,OXTR|KLK7|SFTPD|BCL2L11|TRIB1|SPINK5|KLK5|SIN3A|LEF1|ZNF639|AICDA,-0.78108142617,0,7,1,1,-3.79168293176,5.3228021978,
1,-2.821429724,GO:0043902,M1,1,0,GO Biological Processes,19,positive regulation of multi-organism process,-2.821429724,4.88206061454,4.3351569177,23250,157,182,6,3.2967032967,1.32350283867,5021|5650|10018|25818|51176|51193,OXTR|KLK7|BCL2L11|KLK5|LEF1|ZNF639,-0.279226941568,0,7,0,0,-3.79168293176,5.3228021978,
1,-2.16121084464,R-HSA-8878159,M1,1,0,Reactome Gene Sets,6,Transcriptional regulation by RUNX3,-2.16121084464,5.3228021978,3.76982184908,23250,96,182,4,2.1978021978,1.0867581726,5693|6696|10018|51176,PSMB5|SPP1|BCL2L11|LEF1,-0.00388559803876,0,7,0,0,-3.79168293176,5.3228021978,
1,-2.02661911074,GO:0051817,M1,1,0,GO Biological Processes,19,modification of morphology or physiology of other organism involved in symbiotic interaction,-2.02661911074,4.86656200942,3.52714974679,23250,105,182,4,2.1978021978,1.0867581726,6441|10018|51176|51193,SFTPD|BCL2L11|LEF1|ZNF639,0.0,0,7,0,0,-3.79168293176,5.3228021978,
